user_id,age,gender,device,traffic_source,session_time,pages_viewed,variant,purchased,purchase_amount
72,53,male,mobile,ads,2.029538999184942,3,B,0,0.0
73,31,male,mobile,organic,7.8404771291596465,1,A,0,0.0
74,48,male,mobile,organic,3.000963530161353,3,B,0,0.0
75,32,male,desktop,organic,1.0132878735771451,6,B,0,0.0
76,25,male,mobile,organic,9.654211885867282,3,A,0,0.0
77,31,male,mobile,organic,10.70913332417349,1,B,0,0.0
78,40,male,mobile,organic,3.1396983800225375,3,A,0,0.0
79,57,male,mobile,organic,0.39359144843978927,3,B,0,0.0
80,38,male,mobile,sns,2.4536943501757476,2,B,0,0.0
81,33,female,mobile,organic,8.136422586247193,3,B,0,0.0
82,62,female,mobile,organic,11.602423117498834,0,A,1,6506.768919969385
83,35,male,mobile,organic,1.1374696431004256,8,B,0,0.0
84,64,female,mobile,ads,0.34660897801817364,1,B,0,0.0
85,41,female,mobile,organic,10.492121014020714,1,B,0,0.0
86,43,male,mobile,organic,2.4666064372231298,3,B,0,0.0
87,42,male,mobile,ads,3.9018215946856776,2,A,0,0.0
88,62,male,desktop,organic,17.220390602646056,2,A,0,0.0
89,58,female,mobile,organic,0.3444182867956367,3,B,0,0.0
90,46,female,mobile,organic,5.225139709923749,4,B,0,0.0
91,32,male,mobile,organic,0.3849744904506248,3,B,0,0.0
92,62,male,mobile,organic,2.3537709819860084,7,A,0,0.0
93,18,male,desktop,organic,8.14347434561074,3,B,0,0.0
94,42,female,mobile,sns,2.8411459213976,3,B,0,0.0
95,24,female,desktop,ads,29.359267299804664,3,A,0,0.0
96,26,female,mobile,ads,4.094224227788536,5,A,0,0.0
97,41,female,mobile,organic,1.9368649544732373,5,A,0,0.0
98,18,male,desktop,sns,1.24302047501835,4,B,0,0.0
99,61,male,desktop,organic,2.1579202945019085,4,A,0,0.0
100,25,male,desktop,organic,2.330323176468781,2,A,0,0.0
101,41,male,desktop,ads,0.35594253131322523,6,B,1,5299.734182775555
102,28,female,mobile,organic,2.306799069853607,3,A,0,0.0
103,34,female,desktop,organic,3.1203310823324064,2,B,0,0.0
104,25,male,mobile,ads,6.413957389264605,6,B,0,0.0
105,52,male,desktop,sns,5.34618234187654,4,A,0,0.0
106,52,female,mobile,organic,6.1681351370333335,3,B,0,0.0
107,50,male,desktop,ads,0.04199426856058394,3,A,0,0.0
108,22,female,mobile,sns,1.227376543151715,6,A,0,0.0
109,59,male,mobile,organic,5.418878807356186,4,A,0,0.0
110,56,male,mobile,organic,3.3081395470501223,2,B,0,0.0
111,58,male,desktop,organic,0.026638211927366016,1,A,0,0.0
112,45,male,mobile,organic,8.160837477457024,3,B,0,0.0
113,24,male,mobile,organic,7.409833644919387,4,B,0,0.0
114,26,male,mobile,sns,3.975004405811174,5,B,0,0.0
115,25,male,mobile,ads,0.3438751498821395,6,A,0,0.0
116,29,female,desktop,ads,7.273188279549895,2,B,0,0.0
117,51,female,mobile,organic,4.38190882295859,4,B,0,0.0
118,50,female,desktop,sns,7.615383210126404,4,A,0,0.0
119,40,female,mobile,sns,6.966534304535216,0,A,0,0.0
120,41,female,mobile,sns,8.122810339259654,4,B,0,0.0
121,54,male,desktop,organic,3.6491395017543886,5,B,1,6408.259696098552
122,52,male,mobile,ads,0.7560015384221204,2,A,0,0.0
123,61,female,mobile,organic,5.560881426470513,5,B,1,8266.45903303988
124,57,male,mobile,organic,4.844158034676422,4,B,0,0.0
125,39,female,desktop,organic,6.778887608141981,5,B,0,0.0
126,44,female,mobile,ads,0.9309311113175609,2,B,0,0.0
127,52,male,desktop,ads,1.0844109723041844,2,A,0,0.0
128,18,male,desktop,organic,11.055023720907293,0,B,0,0.0
129,52,male,mobile,organic,6.9310277943560505,4,A,0,0.0
130,54,female,mobile,organic,11.942266819727802,1,B,0,0.0
131,64,male,mobile,organic,7.108889013113904,2,A,0,0.0
132,31,female,mobile,organic,4.546020829885577,3,B,0,0.0
133,20,female,mobile,organic,5.308501052794627,2,A,0,0.0
134,18,female,mobile,ads,10.996891050998268,2,B,0,0.0
135,22,male,mobile,organic,4.323317676020178,1,A,0,0.0
136,43,male,desktop,organic,5.003681439657029,3,B,0,0.0
137,31,female,desktop,organic,0.8508388667527144,4,B,1,8476.794388098822
138,56,male,desktop,sns,3.211521529083448,6,A,0,0.0
139,44,male,mobile,ads,6.300901504357142,3,A,0,0.0
140,26,male,mobile,ads,1.5800147346499278,2,A,0,0.0
141,32,female,mobile,organic,1.1298262711589633,3,A,0,0.0
142,32,female,desktop,ads,1.8831260848764964,1,A,0,0.0
143,43,male,mobile,organic,1.3820665406717283,2,B,0,0.0
144,59,female,desktop,ads,1.2098013849627498,1,A,0,0.0
145,30,male,mobile,sns,2.765629340582181,3,A,0,0.0
146,49,male,mobile,ads,11.921064783844441,4,B,0,0.0
147,56,male,desktop,sns,3.5368354977931604,2,A,0,0.0
148,49,male,mobile,ads,1.0407844522212926,2,A,0,0.0
149,21,female,desktop,organic,0.40047675444223196,3,A,0,0.0
150,47,female,desktop,sns,5.956206724269233,2,B,1,7146.041989607244
151,54,female,mobile,organic,2.4128007830491347,2,A,0,0.0
152,40,male,mobile,ads,8.625112205608028,3,B,0,0.0
153,56,male,mobile,organic,5.386858899283821,1,B,0,0.0
154,62,male,desktop,organic,7.954097836041615,6,A,0,0.0
155,32,female,mobile,organic,1.5869005592718597,2,B,0,0.0
156,60,male,mobile,organic,5.894107541012077,2,A,0,0.0
157,46,female,mobile,organic,1.5330469106684042,2,A,0,0.0
158,53,female,desktop,ads,13.99002329675527,4,A,0,0.0
159,30,female,mobile,organic,5.058150931618789,1,A,0,0.0
160,49,female,desktop,organic,1.9615979526792973,2,A,0,0.0
161,24,female,desktop,ads,1.570211432581741,4,B,0,0.0
162,39,female,mobile,organic,1.0593280914634784,3,B,0,0.0
163,45,male,mobile,ads,5.931335053787402,3,B,0,0.0
164,19,male,desktop,ads,1.234080317687602,3,B,0,0.0
165,59,female,mobile,sns,4.523086485645732,6,A,0,0.0
166,62,female,desktop,ads,1.536941705045495,3,A,0,0.0
167,23,male,mobile,organic,5.423087542058411,3,B,0,0.0
168,45,female,mobile,ads,8.435368576448173,1,A,1,7840.759696056701
169,45,female,desktop,organic,7.525958057169422,2,B,0,0.0
170,61,male,mobile,organic,7.153349370632601,4,B,0,0.0
171,61,female,mobile,ads,1.0395656616596674,3,B,0,0.0
172,37,female,mobile,organic,0.462687345025399,3,B,0,0.0
173,47,female,mobile,ads,6.002375118285905,2,A,0,0.0
174,28,male,mobile,sns,2.297077123598895,3,A,0,0.0
175,45,male,mobile,sns,2.831217998206428,1,B,0,0.0
176,42,male,desktop,sns,0.15822270730651902,2,B,0,0.0
177,56,female,mobile,organic,1.5026644533912372,2,B,0,0.0
178,50,female,mobile,organic,0.1712825761378989,3,B,0,0.0
179,18,male,mobile,ads,10.567506119683948,5,B,0,0.0
180,44,female,desktop,organic,1.394580914974728,3,A,0,0.0
181,30,female,mobile,ads,4.074734519277519,6,B,1,6861.749023874488
182,58,female,desktop,ads,0.19879675840272978,2,B,0,0.0
183,20,female,mobile,ads,5.495773048072541,5,A,0,0.0
184,56,female,mobile,organic,1.950621997161652,6,A,0,0.0
185,23,male,mobile,organic,11.409952473304836,6,A,1,6016.625912325046
186,25,female,mobile,organic,10.951561116018706,3,A,0,0.0
187,44,male,mobile,organic,1.9673661327106797,4,A,0,0.0
188,26,female,mobile,sns,11.561202569055897,3,A,0,0.0
189,54,male,desktop,organic,27.808386180741863,2,A,0,0.0
190,50,female,mobile,organic,8.726736769711309,5,A,1,7171.96578889065
191,59,male,mobile,organic,9.317502459260151,4,A,0,0.0
192,61,female,mobile,ads,1.431806299604674,2,B,0,0.0
193,41,male,desktop,ads,4.298398992553327,0,A,0,0.0
194,32,female,mobile,organic,0.3481220362865055,0,B,0,0.0
195,49,male,mobile,organic,0.49864830924027337,5,B,0,0.0
196,49,female,mobile,organic,34.02875609944641,6,B,0,0.0
197,41,male,desktop,organic,1.9773702970479465,1,B,1,6972.167782955423
198,58,male,mobile,ads,6.89528133814556,2,B,0,0.0
199,29,female,mobile,ads,8.216655588657973,5,B,0,0.0
200,56,female,desktop,organic,9.760460575716627,4,B,0,0.0
201,19,male,desktop,organic,30.22073593021617,3,B,0,0.0
202,20,female,mobile,sns,1.3820392319829855,2,A,0,0.0
203,54,male,desktop,organic,0.2059375297847147,0,B,0,0.0
204,34,male,mobile,ads,2.6482715304569138,4,B,0,0.0
205,19,male,mobile,organic,0.6967739778697819,5,B,0,0.0
206,19,female,mobile,organic,0.11340586641273957,2,B,0,0.0
207,45,male,mobile,organic,2.2347712126266646,3,A,0,0.0
208,40,male,mobile,ads,7.656329021790304,7,B,0,0.0
209,54,female,desktop,sns,4.17563585401623,5,A,0,0.0
210,49,female,mobile,organic,1.875489395772082,3,A,0,0.0
211,50,female,mobile,organic,5.311527239748333,1,B,0,0.0
212,18,female,mobile,organic,1.3199460919587747,3,B,0,0.0
213,36,male,desktop,organic,0.07242930686019672,4,A,0,0.0
214,19,male,mobile,organic,7.227109981674551,1,B,0,0.0
215,61,male,mobile,organic,4.88741541994483,3,B,0,-0.0
216,43,male,mobile,ads,7.183784729547108,3,A,0,0.0
217,49,female,mobile,organic,0.19858186663832364,4,A,1,8150.274642175823
218,23,male,desktop,organic,9.073696303464502,1,B,0,0.0
219,49,male,desktop,sns,4.8316898045698,2,B,0,0.0
220,21,female,mobile,organic,4.143635930371261,3,B,0,0.0
221,28,male,desktop,sns,4.899002886260929,2,A,0,0.0
222,34,male,mobile,organic,9.991455584666099,1,B,0,0.0
223,55,male,desktop,sns,4.420769803459724,1,A,0,0.0
224,41,male,mobile,ads,4.348829704919095,3,A,0,0.0
225,22,male,mobile,sns,23.37751105393526,0,B,0,0.0
226,51,male,mobile,sns,7.067920140598498,3,A,0,0.0
227,23,female,mobile,organic,2.919614941672946,1,B,0,0.0
228,39,female,mobile,sns,6.144692688281089,1,B,0,0.0
229,28,male,mobile,organic,2.4651779752405427,7,A,0,0.0
230,33,male,mobile,organic,1.2995269560208722,3,B,0,0.0
231,50,female,desktop,organic,4.542256167094156,2,A,0,0.0
232,26,male,mobile,ads,13.168107520581172,4,A,0,0.0
233,23,male,mobile,organic,13.235212029327808,4,B,0,0.0
234,33,male,desktop,ads,2.092032018851315,0,B,0,0.0
235,46,female,mobile,ads,3.750465962435363,3,B,0,0.0
236,20,male,mobile,ads,1.1889761909378165,3,B,0,0.0
237,37,female,mobile,sns,27.16623096007408,7,A,0,0.0
238,53,male,desktop,organic,19.84770656162156,3,A,0,0.0
239,36,female,mobile,organic,5.2421002494304805,2,A,1,7602.031325309419
240,43,female,mobile,organic,8.158777018532883,4,B,0,0.0
241,20,male,desktop,organic,6.27808801792394,2,A,0,0.0
242,36,female,desktop,organic,4.496654568445091,2,A,0,0.0
243,37,male,mobile,organic,0.2741186319598373,3,B,0,0.0
244,49,female,mobile,organic,3.0326858939522596,0,B,0,0.0
245,24,male,mobile,sns,5.616363904695659,0,B,0,0.0
246,58,male,desktop,ads,5.658750875488164,3,A,1,4336.011082239847
247,50,female,mobile,organic,2.3350216057317392,4,B,0,0.0
248,57,male,mobile,ads,14.21007872475774,6,A,1,4623.927428226663
249,56,male,desktop,organic,0.9157516941152922,4,A,0,0.0
250,35,female,mobile,organic,3.469331657590699,2,A,0,0.0
251,57,male,mobile,ads,5.870192960707369,2,A,0,0.0
252,18,male,mobile,organic,5.972353891048593,8,A,0,0.0
253,28,female,mobile,organic,5.229704854910359,4,B,0,0.0
254,45,female,mobile,sns,1.609906194807168,3,A,0,0.0
255,42,male,mobile,sns,0.8492378198547863,1,B,0,0.0
256,40,male,mobile,ads,5.0521874374619475,2,A,1,3951.302767503292
257,48,female,mobile,ads,4.572737712303205,1,A,0,0.0
258,47,female,desktop,ads,0.9883294682328686,3,B,0,0.0
259,59,male,mobile,organic,6.106258569092443,4,A,0,0.0
260,52,female,desktop,organic,3.0364255764388965,0,A,0,0.0
261,24,male,mobile,organic,5.509497301556076,2,B,0,0.0
262,33,male,desktop,organic,9.081298204613951,5,B,0,0.0
263,43,male,desktop,ads,0.930012186111506,5,A,0,0.0
264,19,male,mobile,organic,0.09665252060320517,3,A,0,0.0
265,18,male,desktop,sns,7.55028438535453,1,A,0,0.0
266,29,female,desktop,sns,4.704165038596199,3,B,0,0.0
267,22,female,mobile,ads,6.013860454390006,2,A,0,0.0
268,54,female,mobile,ads,9.105580186750542,5,B,0,0.0
269,49,female,mobile,sns,8.117961443897677,1,B,0,0.0
270,26,male,desktop,organic,16.210741057540957,3,A,0,0.0
271,58,male,desktop,ads,3.838654101381316,3,B,0,0.0
272,52,male,desktop,organic,3.3519957766380086,4,A,0,0.0
273,36,male,mobile,ads,2.5698795693722025,2,A,0,0.0
274,33,female,desktop,organic,0.8343539423031892,2,B,0,0.0
275,20,male,mobile,sns,4.250259296105759,1,B,0,0.0
276,37,male,mobile,sns,1.6218168984630423,0,B,1,6050.614925004301
277,41,female,mobile,organic,12.711037909505007,2,B,0,0.0
278,50,female,mobile,organic,4.375633630557236,2,B,0,0.0
279,41,female,mobile,sns,4.492747468663413,1,B,0,0.0
280,28,female,mobile,organic,2.19194082082837,5,A,0,0.0
281,25,male,mobile,sns,0.2669477234958443,7,A,0,0.0
282,53,male,mobile,ads,0.16129260770302406,2,A,0,0.0
283,55,female,mobile,organic,2.752470101567029,2,B,0,0.0
284,57,male,mobile,organic,0.44178164933378405,2,B,0,0.0
285,37,male,mobile,organic,4.667781584065128,1,B,0,0.0
286,52,male,mobile,ads,10.64202484115725,2,A,0,0.0
287,42,female,mobile,organic,10.724267725759072,2,A,0,0.0
288,52,male,mobile,ads,5.380029890547041,5,B,0,-0.0
289,42,female,mobile,organic,1.1864141540467563,0,B,0,0.0
290,46,male,mobile,ads,9.938756123270604,3,B,1,5298.0794012499955
291,35,male,mobile,sns,10.86188387330262,2,B,0,0.0
292,63,male,mobile,sns,1.0948462850360547,5,A,0,0.0
293,35,female,desktop,organic,6.686113292848202,3,A,0,0.0
294,19,male,mobile,sns,1.6880012053853386,5,A,1,5177.212781449497
295,52,female,mobile,ads,8.113636947089958,6,B,0,0.0
296,33,female,mobile,ads,29.458819920511765,3,A,0,0.0
297,58,female,mobile,sns,0.15243008731011756,5,B,0,0.0
298,53,male,mobile,organic,11.382923547395158,2,B,0,0.0
299,50,male,mobile,organic,4.8726527722878155,0,B,0,0.0
300,21,male,mobile,sns,18.130954308603386,6,A,0,0.0
301,50,male,mobile,organic,3.1275316100669692,5,A,0,0.0
302,31,female,mobile,sns,9.399280356643363,3,B,0,0.0
303,38,female,desktop,sns,0.32212767012842175,6,A,0,0.0
304,37,female,desktop,organic,2.0419397528551704,3,B,0,0.0
305,25,male,desktop,sns,0.3468390182076232,1,B,0,0.0
306,24,female,desktop,organic,18.513499282987343,0,B,0,0.0
307,20,male,mobile,ads,8.490632765453647,2,A,0,0.0
308,34,female,mobile,ads,9.5712432743357,2,A,0,0.0
309,50,male,mobile,sns,13.900301338964836,4,B,0,0.0
310,29,male,mobile,organic,0.4447215984366044,5,A,0,0.0
311,39,female,desktop,organic,2.435525893605109,1,A,0,0.0
312,39,female,mobile,ads,0.36842048178420517,4,A,0,0.0
313,63,female,desktop,ads,1.1836338190250637,3,A,0,0.0
314,47,female,mobile,ads,1.3027071848820395,2,B,0,0.0
315,55,male,desktop,organic,3.1659759108498404,3,A,0,0.0
316,55,female,mobile,organic,1.5637152419979117,2,B,0,0.0
317,62,female,mobile,organic,0.5322394599515666,3,B,0,0.0
318,25,female,mobile,sns,0.9165567669698085,5,A,0,0.0
319,44,male,mobile,organic,0.7965941795647717,2,B,0,0.0
320,44,male,mobile,organic,18.073834164996214,5,B,0,0.0
321,51,female,mobile,sns,7.1208640215077725,1,A,0,0.0
322,38,male,desktop,organic,17.172964055921454,0,B,0,0.0
323,47,female,mobile,sns,2.896775928236257,4,B,0,0.0
324,50,male,mobile,ads,1.631203163910938,6,A,0,0.0
325,45,male,mobile,sns,8.00470053659235,4,A,0,0.0
326,64,male,desktop,organic,1.9745098602513413,3,A,0,0.0
327,50,male,mobile,organic,1.7789721849606435,5,A,0,0.0
328,22,female,mobile,ads,1.3231230349408831,2,A,0,0.0
329,36,female,mobile,sns,0.6944657242346085,2,B,0,0.0
330,21,female,mobile,ads,1.481684158781171,2,B,0,0.0
331,52,male,mobile,organic,2.1950040958558246,4,A,0,0.0
332,34,female,mobile,ads,5.604200656745553,3,A,0,0.0
333,61,female,mobile,ads,0.3230384428183206,5,B,0,0.0
334,45,female,desktop,ads,1.1818211763742075,2,A,1,974.1839122132872
335,47,male,mobile,ads,8.278028148781994,2,A,0,0.0
336,46,male,mobile,sns,0.7945210206221643,3,B,0,0.0
337,63,male,mobile,ads,2.0976564723377953,3,B,0,0.0
338,23,female,desktop,organic,9.99978591018371,4,B,0,0.0
339,52,female,mobile,organic,0.8416513317584938,1,A,0,0.0
340,58,female,desktop,organic,0.4318043191951981,0,B,0,0.0
341,54,male,mobile,organic,3.3134584176867077,1,A,0,0.0
342,41,male,mobile,organic,1.8006868796389461,4,B,0,0.0
343,46,female,mobile,organic,4.143784966406359,3,A,0,0.0
344,63,male,desktop,organic,8.143228290865643,4,A,1,4275.064720481149
345,48,male,mobile,organic,0.7375633156735949,1,A,0,0.0
346,52,male,desktop,sns,4.3458322076818146,5,B,1,4942.300559731463
347,50,male,desktop,sns,3.521129218640965,3,B,1,7660.318710709456
348,38,female,mobile,organic,0.7778847340567875,4,B,0,0.0
349,49,male,mobile,sns,4.890810538759516,4,A,0,0.0
350,40,male,mobile,ads,1.598550472856222,4,B,0,0.0
351,50,male,mobile,organic,3.345535548474945,1,B,0,0.0
352,20,male,desktop,organic,0.4292729095505401,4,A,0,0.0
353,35,female,desktop,ads,3.0770808575299577,3,A,0,0.0
354,42,female,mobile,ads,1.8297568147735686,2,B,0,0.0
355,59,male,mobile,ads,8.640578305722409,5,B,0,0.0
356,48,male,desktop,organic,0.2933321887280849,4,B,0,0.0
357,20,male,mobile,organic,2.711644018475361,3,A,0,0.0
358,57,male,desktop,organic,3.0664278999475174,4,B,0,0.0
359,63,male,mobile,organic,6.455031385964184,4,A,0,0.0
360,41,male,mobile,organic,4.269956097824136,3,A,0,0.0
361,49,female,mobile,organic,5.501253208091015,1,B,0,0.0
362,64,male,mobile,sns,7.504022719200143,2,B,0,0.0
363,39,female,mobile,sns,9.909867500789174,0,A,0,0.0
364,40,female,mobile,organic,1.8834808803283205,4,A,0,0.0
365,19,male,mobile,sns,3.861197674587034,1,B,0,0.0
366,44,female,desktop,organic,9.16628591119818,5,B,0,0.0
367,59,female,desktop,organic,22.758683126428632,1,B,0,0.0
368,19,female,mobile,organic,11.014572669368903,4,A,0,0.0
369,43,female,mobile,ads,2.3218358210038934,1,A,0,0.0
370,34,female,mobile,sns,1.085599383242565,6,B,0,0.0
371,57,female,mobile,ads,3.3607707946998784,4,A,0,0.0
372,50,male,mobile,organic,6.7670346863203505,1,A,0,0.0
373,26,female,mobile,ads,3.3919733866756934,3,B,0,0.0
374,60,female,mobile,organic,3.300311490037453,3,A,0,0.0
375,56,female,mobile,sns,9.107911543049326,4,B,1,7469.758034772674
376,46,male,mobile,ads,2.242414582282474,2,B,0,0.0
377,59,female,mobile,organic,9.823236611522212,4,A,0,0.0
378,43,male,desktop,ads,2.611158810307507,3,A,0,0.0
379,52,female,mobile,ads,1.9892194104343908,3,B,0,0.0
380,42,male,mobile,organic,3.025589128758565,2,A,0,0.0
381,41,male,mobile,ads,7.186821742735029,4,B,0,0.0
382,30,female,mobile,organic,0.6733861176990653,3,A,0,0.0
383,24,female,desktop,ads,1.0933877928111206,1,A,0,0.0
384,53,male,mobile,sns,15.125272562192738,1,A,0,0.0
385,62,female,desktop,sns,0.964839911254856,2,B,0,-0.0
386,37,male,mobile,ads,4.193493406866942,2,A,0,0.0
387,18,male,mobile,ads,4.329348380491145,1,B,0,0.0
388,25,male,desktop,organic,3.3630423765726603,6,B,0,0.0
389,63,male,mobile,ads,5.174600686113209,2,B,1,3855.6961341549113
390,33,male,mobile,organic,1.3056987900925896,5,A,0,0.0
391,31,female,mobile,organic,4.022207082914743,7,B,0,0.0
392,29,male,mobile,organic,2.3274551736404088,5,B,0,0.0
393,40,male,desktop,organic,5.418627143872415,4,A,0,0.0
394,32,female,mobile,ads,0.7612331381052285,3,B,0,0.0
395,45,male,mobile,organic,4.230063296187814,4,B,1,3769.294466477132
396,51,female,mobile,ads,1.024494725853495,1,A,0,0.0
397,19,female,mobile,organic,1.6331060305257064,2,B,0,0.0
398,49,female,mobile,organic,1.2340431183475278,4,A,0,0.0
399,40,male,mobile,ads,1.0095882398980869,1,B,0,0.0
400,39,male,mobile,organic,8.73520080051758,4,B,0,0.0
401,42,male,desktop,organic,1.6823141569534437,6,A,0,0.0
402,39,female,mobile,ads,13.094964595202686,3,B,1,5685.143663062913
403,39,male,mobile,organic,17.52055868226091,1,B,0,0.0
404,59,female,desktop,sns,4.2345285023925685,2,B,0,0.0
405,23,male,mobile,organic,0.7715933519011431,4,A,0,0.0
406,32,female,mobile,organic,2.3464053987741575,3,A,0,0.0
407,60,male,mobile,ads,7.990815151086437,1,A,1,5698.451125088934
408,54,male,mobile,organic,2.289511561743342,7,A,0,0.0
409,50,male,mobile,organic,0.45519128802100783,2,A,0,0.0
410,25,female,desktop,organic,4.068500491944789,5,B,0,0.0
411,61,female,mobile,organic,9.325550766240665,6,A,0,0.0
412,61,male,mobile,sns,7.9463725144594495,1,A,0,0.0
413,22,male,desktop,organic,0.9626058227600851,0,A,0,0.0
414,56,female,mobile,ads,5.585377667199042,2,B,0,0.0
415,21,female,mobile,sns,1.245540299742289,3,B,0,0.0
416,23,female,mobile,organic,1.2308298155587216,5,A,0,0.0
417,62,male,desktop,sns,10.36021581868679,0,B,0,0.0
418,49,female,mobile,organic,1.4362038674606603,0,B,0,0.0
419,47,male,mobile,sns,1.5275152788324524,3,B,0,0.0
420,64,female,mobile,organic,0.0032680215703518455,4,B,0,0.0
421,52,male,mobile,ads,10.22690266644361,3,A,0,0.0
422,57,female,mobile,organic,7.865404874322916,4,A,0,0.0
423,33,female,mobile,organic,4.935295559612935,3,B,0,0.0
424,30,female,desktop,ads,6.9367899115989875,5,B,0,0.0
425,59,female,mobile,ads,0.8246595886831491,6,B,0,0.0
426,47,female,mobile,organic,3.0654324691254775,3,B,0,0.0
427,36,male,desktop,organic,2.1633032924217135,4,A,0,0.0
428,34,female,desktop,ads,0.49234671797103785,1,B,0,0.0
429,36,female,mobile,ads,3.3289295402065058,3,A,0,0.0
430,45,female,mobile,sns,12.675086398529636,3,B,0,0.0
431,43,male,mobile,ads,0.20441789380499487,2,A,0,0.0
432,54,female,desktop,sns,1.722750267019295,4,B,0,0.0
433,43,male,desktop,ads,1.1630721454153987,3,A,0,0.0
434,40,female,mobile,organic,1.3600060034847197,5,A,1,5181.581805934215
435,26,female,desktop,organic,11.953506411923291,3,A,0,0.0
436,29,male,mobile,ads,3.156207996288356,3,B,0,0.0
437,18,female,mobile,ads,3.1396014783062025,2,A,0,0.0
